날짜,지점명,담당자명,병원명,segment,activities,품목,품목규격,처방수량,처방금액,월
2025-03-01,대구지점,대구지점_사원6,송파_B_병원_8,종합병원,PT,벨로정,2.5mg,261,91350,3
2025-03-06,대구지점,대구지점_사원7,수원_A_병원_4,상급종합,컨택,포트폴듀오정,250mg,607,321710,3
2025-03-06,대구지점,대구지점_사원7,수원_A_병원_4,상급종합,컨택,아키정,250mg,612,1958400,3
2025-03-05,충청지점,충청지점_사원5,둔산_D_병원_8,일반의원,클로징,아키정,250mg,56,179200,3
2025-03-09,대구지점,대구지점_사원2,마포_A_병원_9,일반의원,PT,포트폴듀오정,50mg,9,2070,3
2025-03-10,경기북부,경기북부_사원3,상무_B_병원_9,종합병원,PT,포트폴듀오정,100mg,205,67650,3
2025-03-18,대전지점,대전지점_사원1,송파_C_병원_1,상급종합,피드백,베라스트정,300mg,349,184970,3
2025-03-18,대전지점,대전지점_사원1,송파_C_병원_1,상급종합,피드백,담솔정,10mg,126,107352,3
2025-03-01,대구지점,대구지점_사원1,강남_D_병원_9,상급종합,접근,아키정,100mg,328,492000,3
2025-03-01,대구지점,대구지점_사원1,강남_D_병원_9,상급종합,접근,데이터패치,10매,498,1494000,3
2025-03-16,경기북부,경기북부_사원7,해운대_B_병원_9,상급종합,니즈환기,포트폴듀오정,50mg,745,171350,3
2025-03-29,대전지점,대전지점_사원6,송파_B_병원_4,종합병원,클로징,데이터패치,10매,294,882000,3
2025-03-29,대전지점,대전지점_사원6,송파_B_병원_4,종합병원,클로징,포트폴듀오정,100mg,254,83820,3
2025-03-14,경기남부,경기남부_1팀장,마포_C_병원_7,상급종합,접근,아키정,100mg,650,975000,3
2025-03-14,경기남부,경기남부_1팀장,마포_C_병원_7,상급종합,접근,데이터패치,10매,531,1593000,3
2025-03-29,부산지점,부산지점_사원5,송파_C_병원_3,상급종합,접근,담솔정,5mg,294,151410,3
2025-03-29,부산지점,부산지점_사원5,송파_C_병원_3,상급종합,접근,베라스트정,300mg,673,356690,3
2025-03-30,대전지점,대전지점_사원7,송파_B_병원_1,상급종합,PT,포트폴듀오정,100mg,264,87120,3
2025-03-30,대전지점,대전지점_사원7,송파_B_병원_1,상급종합,PT,담솔정,10mg,291,247932,3
2025-03-23,서울1본부,서울1본부_사원5,마포_A_병원_7,상급종합,시연,아키정,250mg,171,547200,3
2025-03-23,서울1본부,서울1본부_사원5,마포_A_병원_7,상급종합,시연,포트폴듀오정,50mg,177,40710,3
2025-03-29,서울2본부,서울2본부_1팀장,강남_D_병원_1,일반의원,니즈환기,포트폴듀오정,100mg,57,18810,3
2025-03-29,서울2본부,서울2본부_1팀장,강남_D_병원_1,일반의원,니즈환기,담솔정,5mg,14,7210,3
2025-03-03,부산지점,부산지점_사원4,상무_C_병원_4,일반의원,PT,담솔정,10mg,18,15336,3
2025-03-03,부산지점,부산지점_사원4,상무_C_병원_4,일반의원,PT,아키정,250mg,19,60800,3
2025-03-27,광주지점,광주지점_사원3,마포_C_병원_10,상급종합,클로징,베라스트정,300mg,344,182320,3
2025-03-27,광주지점,광주지점_사원3,마포_C_병원_10,상급종합,클로징,담솔정,10mg,920,783840,3
2025-03-31,서울1본부,서울1본부_사원7,수원_B_병원_9,상급종합,컨택,아키정,250mg,198,633600,3
2025-03-09,광주지점,광주지점_1팀장,해운대_B_병원_5,일반의원,컨택,담솔정,5mg,19,9785,3
2025-03-09,광주지점,광주지점_1팀장,해운대_B_병원_5,일반의원,컨택,포트폴듀오정,100mg,58,19140,3
2025-03-28,광주지점,광주지점_사원1,서초_B_병원_9,일반의원,피드백,포트폴듀오정,150mg,54,23220,3
2025-03-05,경기남부,경기남부_사원4,상무_A_병원_2,종합병원,피드백,벨로정,2.5mg,337,117950,3
2025-03-05,경기남부,경기남부_사원4,상무_A_병원_2,종합병원,피드백,아키정,100mg,109,163500,3
2025-03-16,강원지점,강원지점_1팀장,수원_A_병원_6,상급종합,시연,포트폴듀오정,250mg,747,395910,3
2025-03-07,강원지점,강원지점_사원1,해운대_B_병원_5,일반의원,PT,베라스트정,300mg,32,16960,3
2025-03-07,강원지점,강원지점_사원1,해운대_B_병원_5,일반의원,PT,아키정,100mg,40,60000,3
2025-03-06,경기남부,경기남부_사원7,서초_C_병원_8,상급종합,PT,데이터패치,10매,625,1875000,3
2025-03-06,경기남부,경기남부_사원7,서초_C_병원_8,상급종합,PT,포트폴듀오정,50mg,741,170430,3
2025-03-21,부산지점,부산지점_1팀장,춘천_D_병원_7,종합병원,피드백,포트폴듀오정,250mg,228,120840,3
2025-03-21,부산지점,부산지점_1팀장,춘천_D_병원_7,종합병원,피드백,베라스트정,300mg,126,66780,3
2025-03-23,부산지점,부산지점_사원5,강남_D_병원_5,일반의원,시연,포트폴듀오정,150mg,33,14190,3
2025-03-23,부산지점,부산지점_사원5,강남_D_병원_5,일반의원,시연,벨로정,2.5mg,58,20300,3
2025-03-01,부산지점,부산지점_사원5,서초_C_병원_3,일반의원,컨택,포트폴듀오정,50mg,34,7820,3
2025-03-01,부산지점,부산지점_사원5,서초_C_병원_3,일반의원,컨택,인장캡슐,200mg,7,8610,3
2025-03-21,부산지점,부산지점_1팀장,수원_A_병원_7,일반의원,대면,포트폴듀오정,50mg,42,9660,3
2025-03-31,부산지점,부산지점_사원1,수성구_A_병원_4,종합병원,대면,베라스트정,300mg,111,58830,3
2025-03-24,충청지점,충청지점_1팀장,해운대_C_병원_5,상급종합,컨택,데이터패치,10매,616,1848000,3
2025-03-24,충청지점,충청지점_1팀장,해운대_C_병원_5,상급종합,컨택,담솔정,5mg,867,446505,3
2025-03-14,부산지점,부산지점_사원3,서초_A_병원_7,상급종합,컨택,포트폴듀오정,150mg,865,371950,3
2025-03-06,강원지점,강원지점_사원4,강남_C_병원_6,상급종합,컨택,포트폴듀오정,150mg,661,284230,3
2025-03-06,강원지점,강원지점_사원4,강남_C_병원_6,상급종합,컨택,담솔정,10mg,372,316944,3
2025-03-28,서울1본부,서울1본부_사원3,둔산_C_병원_3,종합병원,시연,포트폴듀오정,150mg,295,126850,3
2025-03-28,서울1본부,서울1본부_사원3,둔산_C_병원_3,종합병원,시연,포트폴듀오정,50mg,157,36110,3
2025-03-26,광주지점,광주지점_사원6,춘천_C_병원_7,상급종합,접근,포트폴듀오정,50mg,772,177560,3
2025-03-26,광주지점,광주지점_사원6,춘천_C_병원_7,상급종합,접근,벨로정,2.5mg,657,229950,3
2025-03-19,서울1본부,서울1본부_사원1,강남_D_병원_1,상급종합,접근,아키정,250mg,853,2729600,3
2025-03-19,서울1본부,서울1본부_사원1,강남_D_병원_1,상급종합,접근,인장캡슐,200mg,327,402210,3
2025-03-11,대구지점,대구지점_사원1,강남_A_병원_5,종합병원,컨택,포트폴듀오정,150mg,142,61060,3
2025-03-11,대구지점,대구지점_사원1,강남_A_병원_5,종합병원,컨택,벨로정,2.5mg,234,81900,3
2025-03-26,대구지점,대구지점_1팀장,수성구_C_병원_9,상급종합,시연,벨로정,2.5mg,423,148050,3
2025-03-31,부산지점,부산지점_사원6,해운대_B_병원_9,종합병원,접근,포트폴듀오정,250mg,152,80560,3
2025-03-29,부산지점,부산지점_사원5,송파_B_병원_7,종합병원,시연,아키정,100mg,199,298500,3
2025-03-08,경기북부,경기북부_사원4,송파_A_병원_3,종합병원,시연,아키정,250mg,313,1001600,3
2025-03-08,경기북부,경기북부_사원4,송파_A_병원_3,종합병원,시연,담솔정,10mg,200,170400,3
2025-03-16,서울2본부,서울2본부_사원7,마포_C_병원_9,종합병원,클로징,인장캡슐,400mg,193,413985,3
2025-03-16,서울2본부,서울2본부_사원7,마포_C_병원_9,종합병원,클로징,포트폴듀오정,50mg,201,46230,3
2025-03-18,서울1본부,서울1본부_사원5,송파_A_병원_3,일반의원,니즈환기,베라스트정,600mg,18,11340,3
2025-03-18,서울1본부,서울1본부_사원5,송파_A_병원_3,일반의원,니즈환기,아키정,250mg,12,38400,3
2025-03-15,광주지점,광주지점_사원5,강남_B_병원_4,종합병원,클로징,포트폴듀오정,50mg,273,62790,3
2025-03-26,서울1본부,서울1본부_사원1,마포_D_병원_7,일반의원,니즈환기,포트폴듀오정,150mg,50,21500,3
2025-03-30,대전지점,대전지점_1팀장,수성구_D_병원_9,종합병원,시연,아키정,100mg,82,123000,3
2025-03-16,부산지점,부산지점_사원1,춘천_C_병원_6,상급종합,니즈환기,베라스트정,300mg,415,219950,3
2025-03-16,부산지점,부산지점_사원1,춘천_C_병원_6,상급종합,니즈환기,데이터패치,10매,932,2796000,3
2025-03-14,서울2본부,서울2본부_사원4,상무_B_병원_1,종합병원,대면,베라스트정,600mg,74,46620,3
2025-03-14,서울2본부,서울2본부_사원4,상무_B_병원_1,종합병원,대면,포트폴듀오정,250mg,55,29150,3
2025-03-01,경기남부,경기남부_사원3,둔산_C_병원_7,일반의원,접근,데이터패치,10매,31,93000,3
2025-03-15,대구지점,대구지점_1팀장,둔산_A_병원_9,일반의원,클로징,포트폴듀오정,100mg,26,8580,3
2025-03-23,경기남부,경기남부_1팀장,둔산_C_병원_8,일반의원,접근,포트폴듀오정,100mg,6,1980,3
2025-03-23,경기남부,경기남부_1팀장,둔산_C_병원_8,일반의원,접근,포트폴듀오정,150mg,36,15480,3
2025-03-31,부산지점,부산지점_사원6,춘천_B_병원_3,일반의원,접근,담솔정,5mg,25,12875,3
2025-03-25,강원지점,강원지점_사원5,둔산_D_병원_1,일반의원,피드백,아키정,250mg,13,41600,3
2025-03-08,부산지점,부산지점_1팀장,서초_A_병원_6,종합병원,컨택,베라스트정,300mg,308,163240,3
2025-03-30,광주지점,광주지점_사원5,수원_D_병원_5,종합병원,클로징,아키정,250mg,132,422400,3
2025-03-17,부산지점,부산지점_사원2,상무_D_병원_6,일반의원,니즈환기,담솔정,5mg,25,12875,3
2025-03-01,강원지점,강원지점_사원2,상무_D_병원_7,상급종합,피드백,포트폴듀오정,100mg,336,110880,3
2025-03-28,부산지점,부산지점_사원3,마포_C_병원_8,상급종합,클로징,아키정,250mg,643,2057600,3
2025-03-28,부산지점,부산지점_사원3,마포_C_병원_8,상급종합,클로징,베라스트정,300mg,124,65720,3
2025-03-26,경기북부,경기북부_1팀장,상무_D_병원_10,일반의원,PT,데이터패치,10매,38,114000,3
2025-03-10,충청지점,충청지점_사원4,송파_D_병원_5,상급종합,대면,담솔정,10mg,193,164436,3
2025-03-10,충청지점,충청지점_사원4,송파_D_병원_5,상급종합,대면,포트폴듀오정,100mg,516,170280,3
2025-03-27,대구지점,대구지점_사원1,강남_A_병원_9,상급종합,컨택,포트폴듀오정,250mg,222,117660,3
2025-03-27,대구지점,대구지점_사원1,강남_A_병원_9,상급종합,컨택,포트폴듀오정,150mg,777,334110,3
2025-03-02,충청지점,충청지점_사원7,수원_B_병원_7,일반의원,컨택,인장캡슐,400mg,37,79365,3
2025-03-01,경기남부,경기남부_사원4,강남_D_병원_3,종합병원,대면,아키정,250mg,318,1017600,3
2025-03-13,경기북부,경기북부_사원2,둔산_A_병원_3,일반의원,PT,포트폴듀오정,50mg,36,8280,3
2025-03-01,서울2본부,서울2본부_사원7,수원_B_병원_2,상급종합,피드백,담솔정,10mg,619,527388,3
2025-03-01,서울2본부,서울2본부_사원7,수원_B_병원_2,상급종합,피드백,벨로정,2.5mg,570,199500,3
2025-03-20,광주지점,광주지점_사원3,강남_B_병원_1,일반의원,니즈환기,베라스트정,600mg,42,26460,3
2025-03-27,부산지점,부산지점_사원7,춘천_A_병원_2,일반의원,대면,벨로정,2.5mg,58,20300,3
2025-03-28,강원지점,강원지점_사원5,수성구_C_병원_4,일반의원,클로징,담솔정,10mg,20,17040,3
2025-03-28,서울1본부,서울1본부_사원1,강남_D_병원_9,일반의원,클로징,담솔정,10mg,60,51120,3
2025-03-28,서울1본부,서울1본부_사원1,강남_D_병원_9,일반의원,클로징,인장캡슐,200mg,13,15990,3
2025-03-20,충청지점,충청지점_사원5,해운대_C_병원_2,종합병원,대면,인장캡슐,400mg,242,519090,3
2025-03-20,충청지점,충청지점_사원5,해운대_C_병원_2,종합병원,대면,아키정,100mg,100,150000,3
2025-03-29,대구지점,대구지점_1팀장,마포_B_병원_7,상급종합,클로징,포트폴듀오정,50mg,813,186990,3
2025-03-29,대구지점,대구지점_1팀장,마포_B_병원_7,상급종합,클로징,베라스트정,600mg,867,546210,3
2025-03-26,광주지점,광주지점_사원6,춘천_D_병원_2,상급종합,니즈환기,데이터패치,10매,842,2526000,3
2025-03-26,광주지점,광주지점_사원6,춘천_D_병원_2,상급종합,니즈환기,포트폴듀오정,100mg,500,165000,3
2025-03-07,광주지점,광주지점_사원2,상무_C_병원_4,상급종합,니즈환기,담솔정,5mg,769,396035,3
2025-03-11,강원지점,강원지점_사원5,마포_B_병원_10,일반의원,접근,벨로정,2.5mg,30,10500,3
2025-03-11,강원지점,강원지점_사원5,마포_B_병원_10,일반의원,접근,아키정,100mg,48,72000,3
2025-03-27,대전지점,대전지점_사원6,서초_C_병원_6,종합병원,클로징,베라스트정,600mg,234,147420,3
2025-03-15,강원지점,강원지점_사원3,상무_C_병원_4,일반의원,클로징,포트폴듀오정,100mg,58,19140,3
2025-03-26,서울2본부,서울2본부_1팀장,춘천_A_병원_1,일반의원,대면,포트폴듀오정,50mg,31,7130,3
2025-03-05,경기남부,경기남부_1팀장,송파_B_병원_5,일반의원,접근,벨로정,2.5mg,8,2800,3
2025-03-01,부산지점,부산지점_1팀장,강남_D_병원_5,상급종합,접근,인장캡슐,200mg,465,571950,3
2025-03-01,부산지점,부산지점_1팀장,강남_D_병원_5,상급종합,접근,담솔정,10mg,368,313536,3
2025-03-14,부산지점,부산지점_사원4,송파_C_병원_7,종합병원,시연,베라스트정,300mg,231,122430,3
2025-03-21,대전지점,대전지점_사원4,강남_B_병원_4,상급종합,접근,인장캡슐,400mg,494,1059630,3
2025-03-21,대전지점,대전지점_사원4,강남_B_병원_4,상급종합,접근,벨로정,2.5mg,955,334250,3
2025-03-12,경기남부,경기남부_사원5,둔산_A_병원_6,상급종합,니즈환기,담솔정,10mg,152,129504,3
2025-03-16,경기남부,경기남부_사원4,수성구_C_병원_9,상급종합,클로징,담솔정,5mg,478,246170,3
2025-03-26,부산지점,부산지점_사원7,수원_A_병원_9,상급종합,PT,아키정,250mg,319,1020800,3
2025-03-08,강원지점,강원지점_사원3,상무_D_병원_4,일반의원,피드백,담솔정,10mg,10,8520,3
2025-03-05,서울2본부,서울2본부_사원5,춘천_A_병원_6,상급종합,시연,담솔정,5mg,214,110210,3
2025-03-01,경기남부,경기남부_사원7,송파_A_병원_10,종합병원,클로징,포트폴듀오정,100mg,307,101310,3
2025-03-02,대구지점,대구지점_사원2,춘천_B_병원_2,상급종합,니즈환기,포트폴듀오정,250mg,698,369940,3
2025-03-02,대구지점,대구지점_사원2,춘천_B_병원_2,상급종합,니즈환기,벨로정,2.5mg,618,216300,3
2025-03-08,대구지점,대구지점_1팀장,수성구_D_병원_9,일반의원,접근,베라스트정,300mg,51,27030,3
2025-03-08,대구지점,대구지점_1팀장,수성구_D_병원_9,일반의원,접근,벨로정,2.5mg,14,4900,3
2025-03-04,강원지점,강원지점_사원2,해운대_B_병원_7,상급종합,PT,인장캡슐,400mg,291,624195,3
2025-03-04,강원지점,강원지점_사원2,해운대_B_병원_7,상급종합,PT,담솔정,5mg,397,204455,3
2025-03-13,부산지점,부산지점_사원3,해운대_C_병원_6,종합병원,컨택,포트폴듀오정,100mg,108,35640,3
2025-03-07,경기북부,경기북부_사원6,해운대_B_병원_10,종합병원,니즈환기,담솔정,5mg,242,124630,3
2025-03-07,경기북부,경기북부_사원6,해운대_B_병원_10,종합병원,니즈환기,포트폴듀오정,100mg,54,17820,3
2025-03-03,경기북부,경기북부_사원3,송파_A_병원_8,일반의원,PT,포트폴듀오정,50mg,10,2300,3
2025-03-27,대구지점,대구지점_사원1,수성구_D_병원_1,일반의원,접근,벨로정,2.5mg,24,8400,3
2025-03-27,대구지점,대구지점_사원1,수성구_D_병원_1,일반의원,접근,베라스트정,600mg,57,35910,3
2025-03-25,부산지점,부산지점_사원5,둔산_D_병원_10,상급종합,시연,인장캡슐,400mg,385,825825,3
2025-03-25,대구지점,대구지점_사원5,수원_C_병원_10,상급종합,접근,담솔정,10mg,658,560616,3
2025-03-13,광주지점,광주지점_사원3,마포_B_병원_9,상급종합,피드백,담솔정,5mg,326,167890,3
2025-03-06,부산지점,부산지점_사원1,춘천_D_병원_3,일반의원,컨택,포트폴듀오정,150mg,20,8600,3
2025-03-06,부산지점,부산지점_사원1,춘천_D_병원_3,일반의원,컨택,벨로정,2.5mg,27,9450,3
2025-03-12,대구지점,대구지점_사원6,수원_D_병원_2,종합병원,니즈환기,벨로정,2.5mg,121,42350,3
2025-03-16,서울2본부,서울2본부_사원2,둔산_B_병원_1,종합병원,대면,아키정,100mg,286,429000,3
2025-03-13,서울2본부,서울2본부_사원1,수성구_D_병원_4,종합병원,니즈환기,데이터패치,10매,292,876000,3
2025-03-13,서울2본부,서울2본부_사원1,수성구_D_병원_4,종합병원,니즈환기,포트폴듀오정,100mg,265,87450,3
2025-03-03,부산지점,부산지점_1팀장,마포_D_병원_3,종합병원,니즈환기,베라스트정,600mg,262,165060,3
2025-03-23,강원지점,강원지점_사원4,둔산_A_병원_4,종합병원,피드백,담솔정,5mg,40,20600,3
2025-03-23,강원지점,강원지점_사원4,둔산_A_병원_4,종합병원,피드백,베라스트정,600mg,175,110250,3
2025-03-25,경기남부,경기남부_사원2,마포_B_병원_6,종합병원,컨택,베라스트정,300mg,283,149990,3
2025-03-25,경기남부,경기남부_사원2,마포_B_병원_6,종합병원,컨택,담솔정,5mg,91,46865,3
2025-03-07,대구지점,대구지점_사원1,수원_D_병원_7,상급종합,접근,담솔정,5mg,434,223510,3
2025-03-04,경기북부,경기북부_사원7,강남_A_병원_9,일반의원,시연,벨로정,2.5mg,27,9450,3
2025-03-24,강원지점,강원지점_1팀장,송파_A_병원_6,종합병원,클로징,담솔정,5mg,309,159135,3
2025-03-24,강원지점,강원지점_1팀장,송파_A_병원_6,종합병원,클로징,인장캡슐,400mg,291,624195,3
2025-03-29,서울2본부,서울2본부_사원7,해운대_A_병원_3,종합병원,PT,아키정,100mg,235,352500,3
2025-03-29,서울2본부,서울2본부_사원7,해운대_A_병원_3,종합병원,PT,인장캡슐,200mg,266,327180,3
2025-03-20,부산지점,부산지점_1팀장,서초_A_병원_1,종합병원,접근,포트폴듀오정,250mg,242,128260,3
2025-03-28,경기남부,경기남부_사원5,둔산_C_병원_4,상급종합,피드백,벨로정,2.5mg,370,129500,3
2025-03-28,경기남부,경기남부_사원5,둔산_C_병원_4,상급종합,피드백,담솔정,10mg,806,686712,3
2025-03-17,경기북부,경기북부_사원5,서초_C_병원_10,일반의원,PT,베라스트정,300mg,19,10070,3
2025-03-20,서울2본부,서울2본부_사원1,둔산_A_병원_9,일반의원,니즈환기,담솔정,5mg,16,8240,3
2025-03-29,부산지점,부산지점_사원4,송파_B_병원_6,일반의원,컨택,아키정,250mg,60,192000,3
2025-03-12,부산지점,부산지점_사원6,강남_D_병원_3,일반의원,니즈환기,담솔정,5mg,24,12360,3
2025-03-10,서울1본부,서울1본부_사원2,수원_A_병원_7,종합병원,대면,포트폴듀오정,50mg,218,50140,3
2025-03-10,서울1본부,서울1본부_사원2,수원_A_병원_7,종합병원,대면,포트폴듀오정,100mg,267,88110,3
2025-03-22,광주지점,광주지점_사원1,수성구_A_병원_3,종합병원,피드백,담솔정,5mg,121,62315,3
2025-03-12,대전지점,대전지점_사원2,춘천_C_병원_6,상급종합,니즈환기,베라스트정,600mg,570,359100,3
2025-03-29,대전지점,대전지점_사원5,마포_A_병원_10,일반의원,접근,벨로정,2.5mg,48,16800,3
2025-03-29,대전지점,대전지점_사원5,마포_A_병원_10,일반의원,접근,담솔정,5mg,10,5150,3
2025-03-08,충청지점,충청지점_사원2,강남_A_병원_5,일반의원,시연,담솔정,10mg,40,34080,3
2025-03-20,경기남부,경기남부_사원6,송파_C_병원_8,상급종합,접근,포트폴듀오정,150mg,120,51600,3
2025-03-20,경기남부,경기남부_사원6,송파_C_병원_8,상급종합,접근,담솔정,5mg,494,254410,3
2025-03-24,경기남부,경기남부_1팀장,강남_D_병원_1,상급종합,시연,담솔정,10mg,696,592992,3
2025-03-24,경기남부,경기남부_1팀장,강남_D_병원_1,상급종합,시연,인장캡슐,400mg,808,1733160,3
2025-03-23,부산지점,부산지점_사원4,강남_A_병원_8,상급종합,니즈환기,포트폴듀오정,100mg,513,169290,3
2025-03-23,부산지점,부산지점_사원4,강남_A_병원_8,상급종합,니즈환기,아키정,250mg,726,2323200,3
2025-03-01,광주지점,광주지점_사원7,둔산_D_병원_1,상급종합,피드백,포트폴듀오정,250mg,649,343970,3
2025-03-01,광주지점,광주지점_사원7,둔산_D_병원_1,상급종합,피드백,포트폴듀오정,50mg,621,142830,3
2025-03-31,서울1본부,서울1본부_사원2,서초_B_병원_9,일반의원,니즈환기,포트폴듀오정,250mg,34,18020,3
2025-03-24,대구지점,대구지점_사원7,서초_C_병원_3,일반의원,접근,아키정,100mg,38,57000,3
2025-03-24,대구지점,대구지점_사원7,서초_C_병원_3,일반의원,접근,베라스트정,600mg,6,3780,3
2025-03-20,서울1본부,서울1본부_사원6,수원_C_병원_7,종합병원,클로징,담솔정,5mg,70,36050,3
2025-03-01,부산지점,부산지점_사원1,상무_C_병원_9,일반의원,시연,포트폴듀오정,250mg,42,22260,3
2025-03-01,부산지점,부산지점_사원1,상무_C_병원_9,일반의원,시연,포트폴듀오정,50mg,60,13800,3
2025-03-15,광주지점,광주지점_1팀장,둔산_D_병원_5,종합병원,접근,포트폴듀오정,50mg,82,18860,3
2025-03-15,광주지점,광주지점_1팀장,둔산_D_병원_5,종합병원,접근,베라스트정,600mg,314,197820,3
2025-03-31,대구지점,대구지점_사원6,수성구_B_병원_5,일반의원,접근,담솔정,10mg,45,38340,3
2025-03-13,대구지점,대구지점_사원4,송파_A_병원_7,일반의원,컨택,데이터패치,10매,30,90000,3
2025-03-13,대구지점,대구지점_사원4,송파_A_병원_7,일반의원,컨택,인장캡슐,200mg,37,45510,3
2025-03-08,서울2본부,서울2본부_사원3,수성구_D_병원_8,상급종합,니즈환기,포트폴듀오정,50mg,157,36110,3
2025-03-09,서울2본부,서울2본부_사원3,수성구_B_병원_1,일반의원,피드백,베라스트정,600mg,42,26460,3
2025-03-09,서울2본부,서울2본부_사원3,수성구_B_병원_1,일반의원,피드백,벨로정,2.5mg,45,15750,3
2025-03-23,경기남부,경기남부_1팀장,해운대_C_병원_9,상급종합,시연,담솔정,10mg,147,125244,3
2025-03-23,경기남부,경기남부_1팀장,해운대_C_병원_9,상급종합,시연,담솔정,5mg,219,112785,3
2025-03-29,충청지점,충청지점_사원5,수원_C_병원_1,일반의원,피드백,담솔정,5mg,26,13390,3
2025-03-29,충청지점,충청지점_사원5,수원_C_병원_1,일반의원,피드백,포트폴듀오정,150mg,55,23650,3
2025-03-22,대전지점,대전지점_사원3,강남_C_병원_9,상급종합,PT,담솔정,10mg,496,422592,3
2025-03-22,대전지점,대전지점_사원3,강남_C_병원_9,상급종합,PT,포트폴듀오정,50mg,441,101430,3
2025-03-28,경기남부,경기남부_1팀장,춘천_D_병원_4,일반의원,클로징,베라스트정,300mg,40,21200,3
2025-03-10,서울1본부,서울1본부_사원6,수원_D_병원_10,상급종합,시연,포트폴듀오정,250mg,165,87450,3
2025-03-10,서울1본부,서울1본부_사원6,수원_D_병원_10,상급종합,시연,아키정,250mg,598,1913600,3
2025-03-19,부산지점,부산지점_사원6,둔산_D_병원_2,종합병원,접근,데이터패치,10매,352,1056000,3
2025-03-24,경기남부,경기남부_사원2,수원_B_병원_9,일반의원,니즈환기,데이터패치,10매,19,57000,3
2025-03-24,경기남부,경기남부_사원2,수원_B_병원_9,일반의원,니즈환기,포트폴듀오정,250mg,24,12720,3
2025-03-24,광주지점,광주지점_사원3,둔산_D_병원_6,상급종합,시연,아키정,100mg,655,982500,3
2025-03-24,광주지점,광주지점_사원3,둔산_D_병원_6,상급종합,시연,데이터패치,10매,498,1494000,3
2025-03-03,대구지점,대구지점_1팀장,상무_B_병원_2,종합병원,PT,베라스트정,300mg,346,183380,3
2025-03-23,서울2본부,서울2본부_사원4,상무_D_병원_8,일반의원,대면,담솔정,5mg,31,15965,3
2025-03-19,강원지점,강원지점_사원6,수성구_C_병원_9,종합병원,컨택,베라스트정,300mg,168,89040,3
2025-03-19,강원지점,강원지점_사원6,수성구_C_병원_9,종합병원,컨택,벨로정,2.5mg,246,86100,3
2025-03-20,충청지점,충청지점_사원3,수성구_B_병원_9,일반의원,클로징,베라스트정,600mg,26,16380,3
2025-03-20,충청지점,충청지점_사원3,수성구_B_병원_9,일반의원,클로징,인장캡슐,200mg,44,54120,3
2025-03-18,경기남부,경기남부_사원7,송파_B_병원_6,상급종합,접근,아키정,250mg,296,947200,3
2025-03-03,대구지점,대구지점_사원4,춘천_A_병원_6,상급종합,시연,담솔정,10mg,704,599808,3
2025-03-03,대구지점,대구지점_사원4,춘천_A_병원_6,상급종합,시연,담솔정,5mg,787,405305,3
2025-03-19,서울2본부,서울2본부_사원1,상무_A_병원_10,일반의원,니즈환기,아키정,250mg,38,121600,3
2025-03-19,서울2본부,서울2본부_사원1,상무_A_병원_10,일반의원,니즈환기,아키정,100mg,7,10500,3
2025-03-29,서울2본부,서울2본부_사원2,강남_D_병원_5,종합병원,피드백,포트폴듀오정,250mg,127,67310,3
2025-03-29,서울2본부,서울2본부_사원2,강남_D_병원_5,종합병원,피드백,포트폴듀오정,50mg,128,29440,3
2025-03-10,부산지점,부산지점_1팀장,수원_D_병원_10,일반의원,PT,포트폴듀오정,250mg,51,27030,3
2025-03-23,부산지점,부산지점_사원7,마포_D_병원_4,상급종합,접근,포트폴듀오정,50mg,122,28060,3
2025-03-21,서울1본부,서울1본부_사원2,마포_A_병원_8,종합병원,접근,아키정,250mg,360,1152000,3
2025-03-21,서울1본부,서울1본부_사원2,마포_A_병원_8,종합병원,접근,인장캡슐,200mg,68,83640,3
2025-03-06,대구지점,대구지점_사원7,서초_B_병원_5,상급종합,클로징,데이터패치,10매,794,2382000,3
2025-03-25,강원지점,강원지점_사원1,서초_C_병원_1,일반의원,피드백,인장캡슐,400mg,31,66495,3
2025-03-25,강원지점,강원지점_사원1,서초_C_병원_1,일반의원,피드백,담솔정,5mg,45,23175,3
2025-03-15,서울2본부,서울2본부_사원6,수성구_B_병원_1,상급종합,PT,포트폴듀오정,150mg,693,297990,3
2025-03-15,서울2본부,서울2본부_사원6,수성구_B_병원_1,상급종합,PT,베라스트정,600mg,278,175140,3
2025-03-20,서울1본부,서울1본부_사원7,수성구_B_병원_7,일반의원,니즈환기,담솔정,10mg,45,38340,3
2025-03-22,대구지점,대구지점_사원4,송파_B_병원_5,종합병원,컨택,베라스트정,600mg,357,224910,3
2025-03-09,경기북부,경기북부_1팀장,송파_B_병원_10,종합병원,접근,베라스트정,600mg,100,63000,3
2025-03-09,경기북부,경기북부_1팀장,송파_B_병원_10,종합병원,접근,포트폴듀오정,100mg,205,67650,3
2025-03-28,광주지점,광주지점_1팀장,춘천_D_병원_1,종합병원,대면,담솔정,5mg,283,145745,3
2025-03-28,광주지점,광주지점_1팀장,춘천_D_병원_1,종합병원,대면,포트폴듀오정,250mg,247,130910,3
2025-03-10,경기남부,경기남부_사원2,수원_A_병원_6,종합병원,시연,인장캡슐,400mg,266,570570,3
2025-03-09,강원지점,강원지점_사원3,송파_C_병원_5,일반의원,시연,포트폴듀오정,150mg,45,19350,3
2025-03-19,강원지점,강원지점_사원3,둔산_D_병원_9,종합병원,피드백,포트폴듀오정,100mg,332,109560,3
